transaction_id,transaction_amount,transaction_hour,customer_age,account_age_days,num_previous_transactions,payment_method,device_type,distance_from_home_km,merchant_category,num_items,is_first_purchase,shipping_billing_match,customer_gender,day_of_week,avg_transaction_value_last_30_days,is_fraud
198,34.94,16,66,1587,18,credit_card,desktop,10.64,electronics,7,0,1,Other,Thursday,31.65,0
199,31.76,11,48,2223,9,debit_card,desktop,2.7,electronics,2,0,1,F,Monday,32.06,0
200,9.55,1,56,3091,14,credit_card,mobile,6.31,electronics,3,0,1,F,Saturday,7.01,0
201,42.85,17,29,3448,15,credit_card,desktop,29.93,digital_goods,2,0,1,F,Thursday,32.6,0
202,52.5,2,38,2127,18,paypal,desktop,20.91,toys,4,0,1,F,Saturday,63.52,1
203,88.5,20,35,1271,17,wallet,desktop,9.13,clothing,5,0,1,M,Wednesday,62.17,0
204,85.95,6,61,3417,11,credit_card,tablet,13.14,clothing,3,0,1,F,Sunday,56.02,0
205,7.56,6,48,3315,14,debit_card,mobile,11.27,travel,3,0,1,M,Thursday,4.82,0
206,11.73,3,27,1339,16,wallet,mobile,35.52,groceries,2,0,1,F,Wednesday,7.83,0
207,50.15,17,52,3120,16,debit_card,desktop,54.84,clothing,3,0,1,M,Friday,65.99,0
208,50.09,10,51,3181,15,debit_card,mobile,15.8,home,2,0,1,F,Sunday,56.17,0
209,50.15,21,56,902,8,credit_card,mobile,9.82,clothing,7,0,1,M,Sunday,68.12,0
210,1411.96,17,33,2760,12,credit_card,mobile,7.21,digital_goods,4,0,1,F,Sunday,1628.27,1
211,53.03,23,39,1772,15,credit_card,mobile,13.77,travel,4,0,1,F,Saturday,56.2,0
212,93.28,3,68,1985,18,paypal,desktop,24.89,beauty,9,0,1,Other,Monday,79.88,0
213,77.79,0,26,2573,13,credit_card,mobile,6.71,toys,3,0,0,F,Sunday,83.83,1
214,57.48,22,21,233,17,wallet,desktop,15.96,groceries,6,0,1,M,Sunday,72.02,0
215,21.86,9,21,2018,12,credit_card,desktop,9.82,travel,8,0,1,F,Monday,19.5,0
216,64.01,6,65,3527,13,credit_card,tablet,6.06,electronics,3,0,1,F,Tuesday,40.12,0
217,13.83,23,28,1973,15,paypal,mobile,1.6,toys,4,0,1,F,Tuesday,17.53,0
218,23.65,0,32,3010,10,credit_card,mobile,1.09,digital_goods,1,0,1,F,Sunday,23.63,0
219,18.44,16,67,399,10,wallet,desktop,11.52,groceries,1,0,1,F,Thursday,16.23,0
220,32.52,20,41,3066,11,credit_card,mobile,4.67,electronics,5,0,1,F,Sunday,20.3,0
221,303.28,6,74,1188,22,credit_card,tablet,22.41,groceries,1,0,1,F,Sunday,299.63,0
222,4.63,18,27,2341,14,credit_card,tablet,50.35,groceries,7,0,1,F,Friday,4.67,0
223,59.52,23,35,2499,17,paypal,mobile,9.82,toys,4,0,1,Other,Sunday,71.31,0
224,5.97,4,47,2109,10,debit_card,desktop,37.0,home,2,0,1,F,Saturday,6.38,0
225,18.69,6,74,86,15,credit_card,desktop,3.85,groceries,2,0,1,M,Saturday,20.42,0
226,89.03,15,19,1559,10,credit_card,desktop,17.68,groceries,5,0,1,F,Wednesday,110.73,0
227,31.95,17,50,436,8,credit_card,desktop,5.8,beauty,2,0,1,F,Friday,37.94,0
228,10.2,19,31,700,11,wallet,desktop,32.49,travel,4,0,1,F,Sunday,10.17,0
229,14.65,19,18,883,14,paypal,mobile,7.36,clothing,2,0,1,F,Sunday,13.23,0
230,59.12,20,32,35,20,credit_card,desktop,10.23,toys,2,0,1,M,Thursday,41.63,0
231,14.43,16,25,665,15,credit_card,desktop,2.51,home,5,0,1,M,Friday,11.55,0
232,37.21,22,53,440,18,wallet,mobile,8.19,home,2,0,1,F,Thursday,30.06,0
233,31.36,19,38,262,12,credit_card,mobile,0.91,groceries,2,0,1,M,Sunday,38.39,1
234,15.62,20,60,3061,8,wallet,mobile,13.53,toys,6,0,1,F,Saturday,10.25,0
235,255.68,9,20,3053,14,credit_card,mobile,23.99,groceries,4,0,0,M,Sunday,197.82,0
236,56.48,6,35,1607,9,credit_card,desktop,2.14,electronics,3,0,0,,Saturday,49.25,1
237,3.95,7,35,1130,12,debit_card,desktop,15.03,home,4,0,1,F,Thursday,4.09,0
238,36.11,9,29,2784,17,paypal,mobile,17.91,beauty,1,0,0,,Sunday,28.74,1
239,15.46,16,52,1699,17,paypal,desktop,10.36,toys,2,0,1,F,Saturday,13.33,0
240,70.28,6,23,3600,8,credit_card,desktop,17.44,groceries,3,0,1,F,Saturday,64.27,0
241,13.56,18,48,3585,21,credit_card,mobile,1.17,beauty,2,0,1,F,Monday,9.6,0
242,26.72,11,56,3276,18,credit_card,desktop,21.92,travel,3,0,1,F,Saturday,25.29,0
243,49.65,9,53,3337,22,credit_card,desktop,7.0,travel,5,0,1,Other,Saturday,51.1,0
244,71.22,18,68,3268,18,credit_card,desktop,47.55,groceries,3,0,1,M,Saturday,95.69,0
245,9.02,2,33,933,16,debit_card,mobile,2.88,clothing,2,0,1,M,Friday,10.09,0
246,21.45,8,19,133,19,debit_card,mobile,58.97,home,2,0,1,M,Saturday,26.52,0
247,18.64,22,27,546,15,debit_card,mobile,12.91,digital_goods,3,0,1,F,Friday,16.88,1
248,15.59,5,67,1467,11,credit_card,mobile,3.5,groceries,2,0,1,M,Wednesday,20.51,0
249,175.12,2,40,3028,10,paypal,tablet,2.67,digital_goods,5,0,1,F,Friday,227.58,0
250,44.92,17,33,1543,23,paypal,mobile,4.85,home,2,0,1,F,Sunday,52.45,0
251,8.49,12,52,413,23,credit_card,desktop,12.24,clothing,1,0,1,Other,Monday,8.24,0
252,75.03,9,65,1797,18,debit_card,mobile,32.16,home,3,0,1,M,Wednesday,101.22,0
253,250.17,14,38,1510,16,wallet,tablet,9.15,digital_goods,2,0,0,F,Monday,208.77,0
254,84.14,18,59,1927,15,credit_card,mobile,58.22,home,6,0,0,F,Tuesday,80.42,0
255,6.56,10,38,3268,15,paypal,desktop,27.44,clothing,1,0,1,F,Sunday,8.39,0
256,18.46,9,18,1938,12,debit_card,desktop,0.81,clothing,2,0,1,M,Sunday,25.57,0
257,106.37,7,25,1125,7,wallet,mobile,13.31,toys,3,0,1,M,Tuesday,117.98,0
258,14.77,2,51,2407,13,debit_card,desktop,7.25,groceries,1,0,1,F,Monday,18.2,0
259,46.7,13,20,344,11,debit_card,tablet,34.53,beauty,1,0,1,M,Friday,42.7,0
260,65.02,8,47,3465,16,credit_card,mobile,1.4,home,2,0,1,M,Tuesday,79.25,0
261,11.86,9,21,2488,13,wallet,desktop,0.54,groceries,2,0,1,F,Saturday,9.29,0
262,28.23,23,50,3133,10,debit_card,desktop,13.38,clothing,5,0,1,,Friday,20.29,0
263,1.17,3,60,2924,11,paypal,tablet,0.67,home,3,0,0,M,Friday,1.03,0
264,10.76,1,18,3037,17,debit_card,mobile,9.38,travel,6,0,1,F,Saturday,13.37,0
265,23.28,17,44,2958,13,debit_card,desktop,8.65,electronics,1,0,1,F,Saturday,19.65,1
266,8.6,16,51,413,26,wallet,tablet,40.38,toys,3,0,1,F,Tuesday,7.54,0
267,153.3,15,29,1020,14,debit_card,mobile,4.97,electronics,3,0,1,F,Wednesday,103.07,0
268,7.17,2,65,530,10,debit_card,desktop,10.74,travel,2,0,1,M,Wednesday,7.38,0
269,19.3,4,55,941,14,debit_card,mobile,15.05,clothing,1,0,1,F,Tuesday,23.82,0
270,34.15,21,53,2441,23,debit_card,desktop,8.45,toys,4,0,1,F,Friday,43.74,0
271,126.63,6,69,2128,22,wallet,mobile,51.54,toys,1,0,1,M,Tuesday,163.18,0
272,7.13,7,31,359,21,credit_card,mobile,17.5,beauty,2,0,1,M,Tuesday,8.18,0
273,95.89,0,56,2796,15,credit_card,mobile,2.91,travel,2,0,1,M,Wednesday,61.81,1
274,30.27,14,22,3612,19,debit_card,desktop,11.9,home,1,0,1,M,Monday,41.9,0
